circuito,subcircuito,distrito,zona,canton,codigo_canton,provincia,codigo_provincia
LA SEXTA,LA SEXTA 1,QUININDÉ,ZONA 1,QUININDÉ,804,ESMERALDAS,8
JUAN MONTALVO,JUAN MONTALVO 1,FLORIDA,ZONA 8,GUAYAQUIL,901,GUAYAS,9
UNIFICADOS,UNIFICADOS 2,SANTO DOMINGO ESTE,ZONA 4,SANTO DOMINGO,2301,STO DGO DE LOS TSÁCHILAS,23
ORQUÍDEAS,ORQUÍDEAS 4,PASCUALES,ZONA 8,GUAYAQUIL,901,GUAYAS,9
UNIVERSIDAD,UNIVERSIDAD 1,MANTA,ZONA 4,MANTA,1308,MANABÍ,13
COLON,COLON 2,PORTOVIEJO,ZONA 4,PORTOVIEJO,1301,MANABÍ,13
SAN PEDRO,SAN PEDRO 2,LA JOYA DE LOS SACHAS,ZONA 2,LA JOYA DE LOS SACHAS,2203,ORELLANA,22
LA PRADERA,LA PRADERA 2,MANTA,ZONA 4,MANTA,1308,MANABÍ,13
SAN ISIDRO,SAN ISIDRO 1,SUCRE,ZONA 4,SUCRE,1314,MANABÍ,13
ALBORADA,ALBORADA 1,MODELO,ZONA 8,GUAYAQUIL,901,GUAYAS,9
MAPASINGUE,MAPASINGUE 5,FLORIDA,ZONA 8,GUAYAQUIL,901,GUAYAS,9
JUJAN OESTE,JUJAN OESTE 1,JUJAN SIMÓN BOLÍVAR,ZONA 5,ALFREDO BAQUERIZO MORENO (JUJÁN),902,GUAYAS,9
PINTAG,PINTAG 1,LOS CHILLOS,ZONA 9,QUITO,1701,PICHINCHA,17
SAN JOSÉ DE JUJAN,SAN JOSÉ DE JUJAN 1,BABAHOYO,ZONA 5,BABAHOYO,1201,LOS RÍOS,12
CALDERÓN,CALDERÓN 1,CALDERÓN,ZONA 9,QUITO,1701,PICHINCHA,17
EL CONDADO,EL CONDADO 2,LA DELICIA,ZONA 9,QUITO,1701,PICHINCHA,17
SANTA MARÍA,SANTA MARÍA 1,SANTO DOMINGO ESTE,ZONA 4,SANTO DOMINGO,2301,STO DGO DE LOS TSÁCHILAS,23
SAN LUIS,SAN LUIS 1,VALLE DEL AMANECER,ZONA 1,OTAVALO,1004,IMBABURA,10
ROSA PAREDES,ROSA PAREDES 1,BALZAR,ZONA 5,BALZAR,904,GUAYAS,9
LA CASCADA,LA CASCADA 1,VALLE DEL AMANECER,ZONA 1,OTAVALO,1004,IMBABURA,10
CARIAMANGA ESTE,CARIAMANGA ESTE 1,CALVAS,ZONA 7,CALVAS,1102,LOJA,11
SANTA MARTHA SUR,SANTA MARTHA SUR 1,SANTO DOMINGO ESTE,ZONA 4,SANTO DOMINGO,2301,STO DGO DE LOS TSÁCHILAS,23
5 DE JUNIO,5 DE JUNIO 1,LIBERTAD SALINAS,ZONA 5,LA LIBERTAD,2402,SANTA ELENA,24
CUMBE,CUMBE 1,CUENCA SUR,ZONA 6,CUENCA,101,AZUAY,1
YARUQUIES,YARUQUIES 1,RIOBAMBA,ZONA 3,RIOBAMBA,601,CHIMBORAZO,6
MISAHUALLI,MISAHUALLI 1,TENA,ZONA 2,TENA,1501,NAPO,15
SAN PEDRO DE SUMA,SAN PEDRO DE SUMA 2,EL CARMEN,ZONA 4,EL CARMEN,1304,MANABÍ,13
FLOR DE BASTIÓN,FLOR DE BASTIÓN 9,NUEVA PROSPERINA,ZONA 8,GUAYAQUIL,901,GUAYAS,9
NAMBIJA,NAMBIJA 1,ZAMORA,ZONA 7,ZAMORA,1901,ZAMORA CHINCHIPE,19
SALITRE SAUCES,SALITRE SAUCES 1,SALITRE,ZONA 5,SALITRE,919,GUAYAS,9
ESMERALDAS LIBRE,ESMERALDAS LIBRE 1,ESMERALDAS,ZONA 1,ESMERALDAS,801,ESMERALDAS,8
GUAMOTE,GUAMOTE 1,COLTA,ZONA 3,GUAMOTE,606,CHIMBORAZO,6
SALINAS,SALINAS 1,GUARANDA,ZONA 5,GUARANDA,201,BOLÍVAR,2
CENTRO,CENTRO 1,MANTA,ZONA 4,MANTA,1308,MANABÍ,13
CHORDELEG,CHORDELEG 1,GUALACEO,ZONA 6,CHORDELEG,111,AZUAY,1
NUEVO PARAÍSO,NUEVO PARAÍSO 2,ORELLANA LORETO,ZONA 2,FRANCISCO DE ORELLANA,2201,ORELLANA,22
ROSA ZARATE,ROSA ZARATE 2,QUININDÉ,ZONA 1,QUININDÉ,804,ESMERALDAS,8
BALZAR CENTRO,BALZAR CENTRO 1,BALZAR,ZONA 5,BALZAR,904,GUAYAS,9
PROGRESO,PROGRESO 1,PASAJE,ZONA 7,PASAJE,709,EL ORO,7
INES ARANGO,INES ARANGO 1,ORELLANA LORETO,ZONA 2,FRANCISCO DE ORELLANA,2201,ORELLANA,22
SAN FERNANDO,SAN FERNANDO 1,GIRÓN,ZONA 6,SAN FERNANDO,107,AZUAY,1
AIRE LIBRE,AIRE LIBRE 1,ESMERALDAS,ZONA 1,ESMERALDAS,801,ESMERALDAS,8
PORVENIR,PORVENIR 1,DAULE,ZONA 5,SANTA LUCÍA,918,GUAYAS,9
LAS TERMAS,LAS TERMAS 2,CIUDAD BLANCA,ZONA 1,SAN MIGUEL DE URCUQUÍ,1006,IMBABURA,10
BELLAVISTA,BELLAVISTA 3,FLORIDA,ZONA 8,GUAYAQUIL,901,GUAYAS,9
BEJUQUILLO,BEJUQUILLO 1,CHONE,ZONA 4,CHONE,1303,MANABÍ,13
YURALPA,YURALPA 1,TENA,ZONA 2,TENA,1501,NAPO,15
CHAMANGA,CHAMANGA 2,ATACAMES,ZONA 1,MUISNE,803,ESMERALDAS,8
EL CORAZÓN,EL CORAZÓN 1,PANGUA,ZONA 3,PANGUA,503,COTOPAXI,5
UNIVERSIDAD,UNIVERSIDAD 3,MANTA,ZONA 4,MANTA,1308,MANABÍ,13
FERROVIARIA,FERROVIARIA 2,ELOY ALFARO - DMQ,ZONA 9,QUITO,1701,PICHINCHA,17
CAMILO PONCE ENRÍQUEZ,CAMILO PONCE ENRÍQUEZ 2,PONCE ENRÍQUEZ,ZONA 6,CAMILO PONCE ENRÍQUEZ,115,AZUAY,1
JUNÍN NORTE,JUNÍN NORTE 1,BOLÍVAR JUNÍN,ZONA 4,JUNÍN,1307,MANABÍ,13
LA T,LA T 1,DAULE,ZONA 5,DAULE,906,GUAYAS,9
7 DE OCTUBRE,7 DE OCTUBRE 3,QUEVEDO,ZONA 5,QUEVEDO,1205,LOS RÍOS,12
EL CALZADO,EL CALZADO 3,ELOY ALFARO - DMQ,ZONA 9,QUITO,1701,PICHINCHA,17
SAN FRANCISCO DEL VERGEL,SAN FRANCISCO DEL VERGEL 1,CHINCHIPE,ZONA 7,PALANDA,1908,ZAMORA CHINCHIPE,19
CENTRO,CENTRO 1,SANTO DOMINGO ESTE,ZONA 4,SANTO DOMINGO,2301,STO DGO DE LOS TSÁCHILAS,23
SANTA ANITA,SANTA ANITA 1,ELOY ALFARO - DMQ,ZONA 9,QUITO,1701,PICHINCHA,17
ILINIZAS,ILINIZAS 2,RUMIÑAHUI - MEJÍA,ZONA 2,MEJÍA,1703,PICHINCHA,17
PUYO NORTE,PUYO NORTE 1,PASTAZA,ZONA 3,PASTAZA,1601,PASTAZA,16
PUCARÁ,PUCARÁ 1,GIRÓN,ZONA 6,PUCARÁ,106,AZUAY,1
CENTRO HISTÓRICO,CENTRO HISTÓRICO 2,MANUELA SÁENZ,ZONA 9,QUITO,1701,PICHINCHA,17
PUERTO INCA,PUERTO INCA 1,NARANJAL BALAO,ZONA 5,NARANJAL,911,GUAYAS,9
ALMEIDA,ALMEIDA 2,MILAGRO,ZONA 5,MILAGRO,910,GUAYAS,9
CAMARONES,CAMARONES 2,ESMERALDAS,ZONA 1,ESMERALDAS,801,ESMERALDAS,8
MOMPICHE,MOMPICHE 1,ATACAMES,ZONA 1,MUISNE,803,ESMERALDAS,8
LA NUEVA UNIÓN,LA NUEVA UNIÓN 1,BUENA FE,ZONA 5,VALENCIA,1211,LOS RÍOS,12
TARQUI,TARQUI 3,MANTA,ZONA 4,MANTA,1308,MANABÍ,13
EL CARMEN,EL CARMEN 1,EL CARMEN,ZONA 4,EL CARMEN,1304,MANABÍ,13
NUEVO ISRAEL,NUEVO ISRAEL 1,SANTO DOMINGO OESTE,ZONA 4,SANTO DOMINGO,2301,STO DGO DE LOS TSÁCHILAS,23
LA UNIÓN DE ATACAMES,LA UNIÓN DE ATACAMES 1,ATACAMES,ZONA 1,ATACAMES,806,ESMERALDAS,8
BELLAVISTA NORTE,BELLAVISTA NORTE 2,ESMERALDAS,ZONA 1,ESMERALDAS,801,ESMERALDAS,8
LAS TOTORAS,LAS TOTORAS 1,CIUDAD BLANCA,ZONA 1,IBARRA,1001,IMBABURA,10
SAN PEDRO DE HUACA,SAN PEDRO DE HUACA 1,TULCÁN,ZONA 1,SAN PEDRO DE HUACA,406,CARCHI,4
QUERO,QUERO 1,QUERO,ZONA 3,QUERO,1806,TUNGURAHUA,18
CHILIBULO,CHILIBULO 6,ELOY ALFARO - DMQ,ZONA 9,QUITO,1701,PICHINCHA,17
LA TOLITA,LA TOLITA 2,ESMERALDAS,ZONA 1,ESMERALDAS,801,ESMERALDAS,8
ALBORADA,ALBORADA 5,MODELO,ZONA 8,GUAYAQUIL,901,GUAYAS,9
PACHA,PACHA 1,ZARUMA,ZONA 7,ATAHUALPA,703,EL ORO,7
PALMAR,PALMAR 1,SANTA ELENA,ZONA 5,SANTA ELENA,2401,SANTA ELENA,24
TURUBAMBA,TURUBAMBA 4,QUITUMBE,ZONA 9,QUITO,1701,PICHINCHA,17
ARGELIA,ARGELIA 3,ELOY ALFARO - DMQ,ZONA 9,QUITO,1701,PICHINCHA,17
MARÍA AUXILIADORA,MARÍA AUXILIADORA 1,MANTA,ZONA 4,MANTA,1308,MANABÍ,13
COLONCHE,COLONCHE 1,SANTA ELENA,ZONA 5,SANTA ELENA,2401,SANTA ELENA,24
EL CARMEN,EL CARMEN 3,EL CARMEN,ZONA 4,EL CARMEN,1304,MANABÍ,13
ORQUÍDEAS,ORQUÍDEAS 6,PASCUALES,ZONA 8,GUAYAQUIL,901,GUAYAS,9
LAS PALMERAS,LAS PALMERAS 1,SANTA ROSA,ZONA 7,SANTA ROSA,712,EL ORO,7
MANTUANO,MANTUANO 1,BABAHOYO,ZONA 5,BABA,1202,LOS RÍOS,12
CODESA,CODESA 1,ESMERALDAS,ZONA 1,ESMERALDAS,801,ESMERALDAS,8
TWINTZA,TWINTZA 1,MÉNDEZ,ZONA 6,TIWINTZA,1412,MORONA SANTIAGO,14
NAMBACOLA,NAMBACOLA 2,CALVAS,ZONA 7,GONZANAMÁ,1107,LOJA,11
LIMONAL,LIMONAL 1,DAULE,ZONA 5,DAULE,906,GUAYAS,9
MULALILLO,MULALILLO 2,SALCEDO,ZONA 3,SALCEDO,505,COTOPAXI,5
MAPASINGUE,MAPASINGUE 2,FLORIDA,ZONA 8,GUAYAQUIL,901,GUAYAS,9
PAYAMINO,PAYAMINO 1,ORELLANA LORETO,ZONA 2,LORETO,2204,ORELLANA,22
CHILLA,CHILLA 1,PASAJE,ZONA 7,CHILLA,705,EL ORO,7
LOMAS DE SARGENTILLO,LOMAS DE SARGENTILLO 1,PEDRO CARBO,ZONA 5,LOMAS DE SARGENTILLO,924,GUAYAS,9
BALSAS,BALSAS 1,PIÑAS,ZONA 7,BALSAS,704,EL ORO,7
PUENTE LUCÍA,PUENTE LUCÍA 1,PASCUALES,ZONA 8,GUAYAQUIL,901,GUAYAS,9
MARCABELI,MARCABELI 1,PIÑAS,ZONA 7,MARCABELÍ,708,EL ORO,7
BALZAR SUR,BALZAR SUR 1,BALZAR,ZONA 5,BALZAR,904,GUAYAS,9
FRONTERA,FRONTERA 1,TAISHA,ZONA 6,TAISHA,1409,MORONA SANTIAGO,14
SAN RAFAEL,SAN RAFAEL 1,RUMIÑAHUI - MEJÍA,ZONA 2,RUMIÑAHUI,1705,PICHINCHA,17
LIBERTAD CENTRO,LIBERTAD CENTRO 3,LIBERTAD SALINAS,ZONA 5,LA LIBERTAD,2402,SANTA ELENA,24
RICAURTE,RICAURTE 1,CUENCA NORTE,ZONA 6,CUENCA,101,AZUAY,1
VUELTA LARGA SUR,VUELTA LARGA SUR 1,ESMERALDAS,ZONA 1,ESMERALDAS,801,ESMERALDAS,8
LUIS CORDERO,LUIS CORDERO 1,AZOGUES,ZONA 6,AZOGUES,301,CAÑAR,3
AMBUQUI,AMBUQUI 1,CIUDAD BLANCA,ZONA 1,IBARRA,1001,IMBABURA,10
JUAN MONTALVO,JUAN MONTALVO 2,FLORIDA,ZONA 8,GUAYAQUIL,901,GUAYAS,9
AZOGUES ORIENTE,AZOGUES ORIENTE 2,AZOGUES,ZONA 6,AZOGUES,301,CAÑAR,3
CHARAPOTO,CHARAPOTO 1,SUCRE,ZONA 4,SUCRE,1314,MANABÍ,13
ALAJUELA,ALAJUELA 1,PORTOVIEJO,ZONA 4,PORTOVIEJO,1301,MANABÍ,13
TAMBILLO,TAMBILLO 1,SAN LORENZO,ZONA 1,SAN LORENZO,805,ESMERALDAS,8
KENNEDY,KENNEDY 1,EUGENIO ESPEJO,ZONA 9,QUITO,1701,PICHINCHA,17
LA FLORIDA,LA FLORIDA 1,CIUDAD BLANCA,ZONA 1,IBARRA,1001,IMBABURA,10
PENIPE,PENIPE 1,GUANO,ZONA 3,PENIPE,609,CHIMBORAZO,6
LA MANÁ NORTE,LA MANÁ NORTE 2,LA MANÁ,ZONA 3,LA MANÁ,502,COTOPAXI,5
FLOR DE BASTIÓN,FLOR DE BASTIÓN 2,NUEVA PROSPERINA,ZONA 8,GUAYAQUIL,901,GUAYAS,9
SAUCES,SAUCES 2,MODELO,ZONA 8,GUAYAQUIL,901,GUAYAS,9
EL EJIDO,EL EJIDO 1,LOS CHILLOS,ZONA 9,QUITO,1701,PICHINCHA,17
ZUMBAGUA,ZUMBAGUA 1,DANSANTE,ZONA 3,PUJILÍ,504,COTOPAXI,5
LA BANDA,LA BANDA 1,LOJA,ZONA 7,LOJA,1101,LOJA,11
SAN MATEO,SAN MATEO 2,ESMERALDAS,ZONA 1,ESMERALDAS,801,ESMERALDAS,8
TONCHIGUE,TONCHIGUE 2,ATACAMES,ZONA 1,ATACAMES,806,ESMERALDAS,8
SAN LORENZO,SAN LORENZO 2,GUARANDA,ZONA 5,GUARANDA,201,BOLÍVAR,2
CHAUCHA,CHAUCHA 1,CUENCA SUR,ZONA 6,CUENCA,101,AZUAY,1
COLON,COLON 1,PORTOVIEJO,ZONA 4,PORTOVIEJO,1301,MANABÍ,13
COCA ORIENTE,COCA ORIENTE 1,ORELLANA LORETO,ZONA 2,FRANCISCO DE ORELLANA,2201,ORELLANA,22
UZCURRUMI,UZCURRUMI 1,PASAJE,ZONA 7,PASAJE,709,EL ORO,7
ARBOLITO,ARBOLITO 2,DURÁN,ZONA 8,DURÁN,907,GUAYAS,9
VERDE LOMA,VERDE LOMA 1,CUENCA NORTE,ZONA 6,CUENCA,101,AZUAY,1
TAQUIL,TAQUIL 2,LOJA,ZONA 7,LOJA,1101,LOJA,11
SALASACA,SALASACA 1,PATATE,ZONA 3,SAN PEDRO DE PELILEO,1807,TUNGURAHUA,18
MARCELINO MARIDUEÑA,MARCELINO MARIDUEÑA 2,NARANJITO MARCELINO MARIDUEÑA,ZONA 5,CORONEL MARCELINO MARIDUEÑA,923,GUAYAS,9
ECHEANDÍA,ECHEANDÍA 2,SUBTRÓPICO,ZONA 5,ECHEANDÍA,204,BOLÍVAR,2
SAN MIGUELITO,SAN MIGUELITO 2,PÍLLARO,ZONA 3,SANTIAGO DE PÍLLARO,1808,TUNGURAHUA,18
MONJAS COLLACOTO,MONJAS COLLACOTO 4,MANUELA SÁENZ,ZONA 9,QUITO,1701,PICHINCHA,17
LAURO GUERRERO,LAURO GUERRERO 1,CATACOCHA,ZONA 7,PALTAS,1109,LOJA,11
BOLÍVAR,BOLÍVAR 1,SANTO DOMINGO ESTE,ZONA 4,SANTO DOMINGO,2301,STO DGO DE LOS TSÁCHILAS,23
LAS RIELES,LAS RIELES 1,CIUDAD BLANCA,ZONA 1,IBARRA,1001,IMBABURA,10
CATAMAYO SAN JOSÉ,CATAMAYO SAN JOSÉ 1,CATAMAYO,ZONA 7,CATAMAYO,1103,LOJA,11
AMBUQUI,AMBUQUI 2,CIUDAD BLANCA,ZONA 1,IBARRA,1001,IMBABURA,10
ATARAZANA,ATARAZANA 5,MODELO,ZONA 8,GUAYAQUIL,901,GUAYAS,9
AZOGUES SUR,AZOGUES SUR 2,AZOGUES,ZONA 6,AZOGUES,301,CAÑAR,3
LADERAS DE SAN FRANCISCO,LADERAS DE SAN FRANCISCO 1,CALDERÓN,ZONA 9,QUITO,1701,PICHINCHA,17
PALESTINA,PALESTINA 2,RÍO VERDE,ZONA 1,RIOVERDE,807,ESMERALDAS,8
SAN JUAN,SAN JUAN 1,GUALACEO,ZONA 6,GUALACEO,103,AZUAY,1
SANGOLQUI,SANGOLQUI 1,RUMIÑAHUI - MEJÍA,ZONA 2,RUMIÑAHUI,1705,PICHINCHA,17
SAN PEDRO,SAN PEDRO 1,LA JOYA DE LOS SACHAS,ZONA 2,LA JOYA DE LOS SACHAS,2203,ORELLANA,22
CARONDELET,CARONDELET 2,SAN LORENZO,ZONA 1,SAN LORENZO,805,ESMERALDAS,8
EL PORVENIR,EL PORVENIR 1,EL CARMEN,ZONA 4,EL CARMEN,1304,MANABÍ,13
GUANGOPOLO,GUANGOPOLO 1,LOS CHILLOS,ZONA 9,QUITO,1701,PICHINCHA,17
SAN PLACIDO,SAN PLACIDO 1,PORTOVIEJO,ZONA 4,PORTOVIEJO,1301,MANABÍ,13
MUISNE,MUISNE 1,ATACAMES,ZONA 1,MUISNE,803,ESMERALDAS,8
BASTIÓN POPULAR SUR,BASTIÓN POPULAR SUR 1,PASCUALES,ZONA 8,GUAYAQUIL,901,GUAYAS,9
EL CONDADO,EL CONDADO 1,LA DELICIA,ZONA 9,QUITO,1701,PICHINCHA,17
GUAYABILLAS,GUAYABILLAS 2,CIUDAD BLANCA,ZONA 1,IBARRA,1001,IMBABURA,10
LICTO,LICTO 2,RIOBAMBA,ZONA 3,RIOBAMBA,601,CHIMBORAZO,6
GALO PLAZA,GALO PLAZA 1,CIUDAD BLANCA,ZONA 1,IBARRA,1001,IMBABURA,10
COCA ORIENTE,COCA ORIENTE 3,ORELLANA LORETO,ZONA 2,FRANCISCO DE ORELLANA,2201,ORELLANA,22
ZAMBIZA,ZAMBIZA 1,EUGENIO ESPEJO,ZONA 9,QUITO,1701,PICHINCHA,17
LITA,LITA 1,CIUDAD BLANCA,ZONA 1,IBARRA,1001,IMBABURA,10
CONOCOTO NORTE,CONOCOTO NORTE 3,LOS CHILLOS,ZONA 9,QUITO,1701,PICHINCHA,17
COCHAPAMBA,COCHAPAMBA 1,CUENCA SUR,ZONA 6,CUENCA,101,AZUAY,1
URBINA,URBINA 2,SAN LORENZO,ZONA 1,SAN LORENZO,805,ESMERALDAS,8
SAMANES,SAMANES 1,FLORIDA,ZONA 8,GUAYAQUIL,901,GUAYAS,9
QUITUMBE,QUITUMBE 2,QUITUMBE,ZONA 9,QUITO,1701,PICHINCHA,17
CARANQUIS,CARANQUIS 2,CIUDAD BLANCA,ZONA 1,IBARRA,1001,IMBABURA,10
LOS BANCOS,LOS BANCOS 2,NOROCCIDENTE,ZONA 2,SAN MIGUEL DE LOS BANCOS,1707,PICHINCHA,17
SAN SEBASTIÁN,SAN SEBASTIÁN 1,LA JOYA DE LOS SACHAS,ZONA 2,LA JOYA DE LOS SACHAS,2203,ORELLANA,22
JIPIJAPA,JIPIJAPA 4,EUGENIO ESPEJO,ZONA 9,QUITO,1701,PICHINCHA,17
MONTERREY,MONTERREY 2,LA CONCORDIA,ZONA 4,LA CONCORDIA,2302,STO DGO DE LOS TSÁCHILAS,23
JUAN BAUTISTA AGUIRRE,JUAN BAUTISTA AGUIRRE 1,DAULE,ZONA 5,DAULE,906,GUAYAS,9
BELLAVISTA NORTE,BELLAVISTA NORTE 1,ESMERALDAS,ZONA 1,ESMERALDAS,801,ESMERALDAS,8
MONTECRISTI,MONTECRISTI 1,MANTA,ZONA 4,MONTECRISTI,1309,MANABÍ,13
PARQUE DEL 8,PARQUE DEL 8 1,TULCÁN,ZONA 1,TULCÁN,401,CARCHI,4
BOLÍVAR,BOLÍVAR 1,MONTÚFAR,ZONA 1,BOLÍVAR,402,CARCHI,4
QUINDIGUA BAJO,QUINDIGUA BAJO 1,GUARANDA,ZONA 5,GUARANDA,201,BOLÍVAR,2
SANTA ROSA,SANTA ROSA 3,LIBERTAD SALINAS,ZONA 5,SALINAS,2403,SANTA ELENA,24
CALDERÓN,CALDERÓN 4,CALDERÓN,ZONA 9,QUITO,1701,PICHINCHA,17
SAN PABLO DE PUEBLO NUEVO,SAN PABLO DE PUEBLO NUEVO 1,24 DE MAYO,ZONA 4,SANTA ANA,1313,MANABÍ,13
GONZANAMA,GONZANAMA 1,CALVAS,ZONA 7,GONZANAMÁ,1107,LOJA,11
SAN RAFAEL,SAN RAFAEL 1,MONTÚFAR,ZONA 1,BOLÍVAR,402,CARCHI,4
BACHILLERO,BACHILLERO 1,ROCAFUERTE,ZONA 4,TOSAGUA,1315,MANABÍ,13
SUSCAL,SUSCAL 1,CAÑAR,ZONA 6,SUSCAL,307,CAÑAR,3
YACUAMBI,YACUAMBI 1,ZAMORA,ZONA 7,YACUAMBI,1904,ZAMORA CHINCHIPE,19
GARCÍA MORENO,GARCÍA MORENO 2,MONTÚFAR,ZONA 1,BOLÍVAR,402,CARCHI,4
SALASACA,SALASACA 2,PATATE,ZONA 3,SAN PEDRO DE PELILEO,1807,TUNGURAHUA,18
LA SEQUITA,LA SEQUITA 1,MANTA,ZONA 4,MONTECRISTI,1309,MANABÍ,13
GUARE DE BABA,GUARE DE BABA 2,BABAHOYO,ZONA 5,BABA,1202,LOS RÍOS,12
PELILEO GRANDE,PELILEO GRANDE 1,PATATE,ZONA 3,SAN PEDRO DE PELILEO,1807,TUNGURAHUA,18
ISLA DE BEJUCAL,ISLA DE BEJUCAL 1,BABAHOYO,ZONA 5,BABA,1202,LOS RÍOS,12
ZAPOTILLO,ZAPOTILLO 1,ZAPOTILLO,ZONA 7,ZAPOTILLO,1113,LOJA,11
AZOGUES OESTE,AZOGUES OESTE 1,AZOGUES,ZONA 6,AZOGUES,301,CAÑAR,3
ACHUPALLAS,ACHUPALLAS 1,ALAUSÍ,ZONA 3,ALAUSÍ,602,CHIMBORAZO,6
MATA DE CACAO,MATA DE CACAO 4,BABAHOYO,ZONA 5,BABAHOYO,1201,LOS RÍOS,12
ABEL GILBERT,ABEL GILBERT 2,DURÁN,ZONA 8,DURÁN,907,GUAYAS,9
CANELOS,CANELOS 2,PASTAZA,ZONA 3,PASTAZA,1601,PASTAZA,16
EL SALTO,EL SALTO 1,BABAHOYO,ZONA 5,BABAHOYO,1201,LOS RÍOS,12
MALDONADO,MALDONADO 2,NOROCCIDENTE,ZONA 2,PEDRO VICENTE MALDONADO,1708,PICHINCHA,17
EL CISNE,EL CISNE 2,LOJA,ZONA 7,LOJA,1101,LOJA,11
LA CUATRO MIL,LA CUATRO MIL 2,MACHALA,ZONA 7,MACHALA,701,EL ORO,7
SAN MIGUELITO,SAN MIGUELITO 1,PÍLLARO,ZONA 3,SANTIAGO DE PÍLLARO,1808,TUNGURAHUA,18
MONUMENTOS,MONUMENTOS 1,PAJÁN,ZONA 4,PAJÁN,1310,MANABÍ,13
TARQUI,TARQUI 1,MANTA,ZONA 4,MANTA,1308,MANABÍ,13
BAHÍA,BAHÍA 2,SUCRE,ZONA 4,SUCRE,1314,MANABÍ,13
SANTA ELENA CENTRO,SANTA ELENA CENTRO 2,SANTA ELENA,ZONA 5,SANTA ELENA,2401,SANTA ELENA,24
TARQUI,TARQUI 2,MANTA,ZONA 4,MANTA,1308,MANABÍ,13
OLON,OLON 1,SANTA ELENA,ZONA 5,SANTA ELENA,2401,SANTA ELENA,24
LICTO,LICTO 1,RIOBAMBA,ZONA 3,RIOBAMBA,601,CHIMBORAZO,6
BELLAVISTA,BELLAVISTA 1,FLORIDA,ZONA 8,GUAYAQUIL,901,GUAYAS,9
PEDRO CARBO,PEDRO CARBO 1,PEDRO CARBO,ZONA 5,PEDRO CARBO,914,GUAYAS,9
JARAMIJO,JARAMIJO 2,MANTA,ZONA 4,JARAMIJÓ,1321,MANABÍ,13
DÉLEG,DÉLEG 1,AZOGUES,ZONA 6,DÉLEG,306,CAÑAR,3
TUNDAYME,TUNDAYME 1,YANTZAZA,ZONA 7,EL PANGUI,1906,ZAMORA CHINCHIPE,19
SAN ANTONIO,SAN ANTONIO 2,CHONE,ZONA 4,CHONE,1303,MANABÍ,13
LA PILA,LA PILA 1,MANTA,ZONA 4,MONTECRISTI,1309,MANABÍ,13
COCA ORIENTE,COCA ORIENTE 4,ORELLANA LORETO,ZONA 2,FRANCISCO DE ORELLANA,2201,ORELLANA,22
SAN LUCAS,SAN LUCAS 1,LOJA,ZONA 7,LOJA,1101,LOJA,11
CENTENARIO,CENTENARIO 4,SUR - DMG,ZONA 8,GUAYAQUIL,901,GUAYAS,9
LOS GUABOS,LOS GUABOS 1,VALLE DEL AMANECER,ZONA 1,ANTONIO ANTE,1002,IMBABURA,10
CHAGUARPAMBA,CHAGUARPAMBA 1,CATAMAYO,ZONA 7,CHAGUARPAMBA,1105,LOJA,11
SINAÍ,SINAÍ 1,MORONA,ZONA 6,MORONA,1401,MORONA SANTIAGO,14
YARUQUÍ,YARUQUÍ 2,TUMBACO,ZONA 9,QUITO,1701,PICHINCHA,17
PANGOR,PANGOR 1,COLTA,ZONA 3,COLTA,603,CHIMBORAZO,6
LA CASCADA,LA CASCADA 2,VALLE DEL AMANECER,ZONA 1,OTAVALO,1004,IMBABURA,10
EL DORADO,EL DORADO 1,LAGO AGRIO,ZONA 1,LAGO AGRIO,2101,SUCUMBÍOS,21
BUENAVISTA,BUENAVISTA 1,CATAMAYO,ZONA 7,CHAGUARPAMBA,1105,LOJA,11
TONCHIGUE,TONCHIGUE 1,ATACAMES,ZONA 1,ATACAMES,806,ESMERALDAS,8
MONTERREY,MONTERREY 1,LA CONCORDIA,ZONA 4,LA CONCORDIA,2302,STO DGO DE LOS TSÁCHILAS,23
3 DE MAYO,3 DE MAYO 1,JIPIJAPA,ZONA 4,JIPIJAPA,1306,MANABÍ,13
FUMISA,FUMISA 1,BUENA FE,ZONA 5,BUENA FE,1210,LOS RÍOS,12
RUMIÑAHUI,RUMIÑAHUI 1,RUMIÑAHUI - MEJÍA,ZONA 2,RUMIÑAHUI,1705,PICHINCHA,17
CHOBO,CHOBO 1,MILAGRO,ZONA 5,MILAGRO,910,GUAYAS,9
SAN PEDRO,SAN PEDRO 4,LA JOYA DE LOS SACHAS,ZONA 2,LA JOYA DE LOS SACHAS,2203,ORELLANA,22
AHUANO,AHUANO 1,TENA,ZONA 2,TENA,1501,NAPO,15
ATOCHA FICOA,ATOCHA FICOA 2,AMBATO NORTE,ZONA 3,AMBATO,1801,TUNGURAHUA,18
ATARAZANA,ATARAZANA 7,MODELO,ZONA 8,GUAYAQUIL,901,GUAYAS,9
GUAYABILLAS,GUAYABILLAS 1,CIUDAD BLANCA,ZONA 1,IBARRA,1001,IMBABURA,10
SHELL MERA,SHELL MERA 2,PASTAZA,ZONA 3,MERA,1602,PASTAZA,16
NUEVO GUAYAQUIL,NUEVO GUAYAQUIL 2,NUEVA PROSPERINA,ZONA 8,GUAYAQUIL,901,GUAYAS,9
SAN PEDRO,SAN PEDRO 3,LA JOYA DE LOS SACHAS,ZONA 2,LA JOYA DE LOS SACHAS,2203,ORELLANA,22
